"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"13/05/2024","34,300.0","34,800.0","34,800.0","33,900.0","2.27M","-0.72%"
"10/05/2024","34,550.0","34,200.0","34,800.0","33,500.0","3.78M","1.02%"
"09/05/2024","34,200.0","34,650.0","34,900.0","33,950.0","4.24M","0.15%"
"08/05/2024","34,150.0","33,000.0","34,600.0","32,550.0","6.82M","2.55%"
"07/05/2024","33,300.0","32,900.0","33,800.0","32,800.0","4.87M","1.52%"
"06/05/2024","32,800.0","32,100.0","32,800.0","32,000.0","2.78M","2.50%"
"03/05/2024","32,000.0","32,300.0","32,300.0","31,600.0","1.99M","-0.16%"
"02/05/2024","32,050.0","30,800.0","32,050.0","30,800.0","3.00M","4.40%"
"26/04/2024","30,700.0","30,150.0","31,100.0","30,150.0","1.92M","0.16%"
"25/04/2024","30,650.0","30,800.0","31,000.0","30,450.0","960.00K","-1.13%"
"24/04/2024","31,000.0","30,500.0","31,000.0","30,250.0","1.93M","2.99%"
"23/04/2024","30,100.0","30,700.0","30,950.0","30,000.0","1.89M","-1.63%"
"22/04/2024","30,600.0","31,000.0","31,000.0","30,450.0","1.59M","0.33%"
"19/04/2024","30,500.0","30,850.0","31,400.0","29,850.0","3.02M","-2.40%"
"17/04/2024","31,250.0","31,950.0","32,000.0","31,100.0","1.69M","-1.26%"
"16/04/2024","31,650.0","31,500.0","31,700.0","30,700.0","3.52M","1.12%"
"15/04/2024","31,300.0","33,700.0","34,300.0","31,250.0","3.24M","-6.71%"
"12/04/2024","33,550.0","33,500.0","33,600.0","33,250.0","1.62M","0.45%"
"11/04/2024","33,400.0","33,200.0","33,500.0","32,800.0","2.11M","0.00%"
"10/04/2024","33,400.0","33,900.0","33,900.0","33,400.0","1.47M","-1.04%"
"09/04/2024","33,750.0","33,600.0","33,800.0","33,200.0","2.17M","0.75%"
"08/04/2024","33,500.0","34,400.0","34,500.0","33,500.0","3.25M","-2.33%"
"05/04/2024","34,300.0","35,050.0","35,300.0","34,300.0","3.19M","-3.11%"
"04/04/2024","35,400.0","35,950.0","35,950.0","34,900.0","3.43M","-0.28%"
