"Ngày","Lần cuối","Mở","Cao","Thấp","KL","% Thay đổi"
"12/09/2023","21,289.7","20,656.4","21,289.7","20,364.1","15.98M","2.58%"
"11/09/2023","20,753.8","21,728.2","21,728.2","20,753.8","15.96M","-3.18%"
"08/09/2023","21,435.9","20,948.7","21,728.2","20,900.0","17.24M","2.33%"
"07/09/2023","20,948.7","20,997.4","21,241.0","20,802.6","14.74M","0.94%"
"06/09/2023","20,753.8","19,438.5","20,753.8","19,097.4","24.08M","6.77%"
"05/09/2023","19,438.5","19,633.3","19,974.4","19,243.6","9.75M","-0.25%"
"31/08/2023","19,487.2","19,438.5","19,682.1","19,194.9","11.67M","1.52%"
"30/08/2023","19,194.9","18,659.0","19,292.3","18,561.5","10.67M","3.14%"
"29/08/2023","18,610.3","18,805.1","19,000.0","18,415.4","7.68M","-0.52%"
"28/08/2023","18,707.7","18,171.8","18,805.1","18,171.8","13.01M","3.23%"
"25/08/2023","18,123.1","18,317.9","18,415.4","18,074.4","10.09M","-0.80%"
"24/08/2023","18,269.2","17,830.8","18,269.2","17,587.2","8.28M","2.46%"
"23/08/2023","17,830.8","18,171.8","18,171.8","17,830.8","5.14M","-0.54%"
"22/08/2023","17,928.2","18,317.9","18,317.9","17,051.3","10.24M","-0.27%"
"21/08/2023","17,976.9","18,123.1","18,366.7","17,489.7","11.83M","-0.81%"
"18/08/2023","18,123.1","19,341.0","19,389.7","18,123.1","28.23M","-7.00%"
"17/08/2023","19,487.2","19,974.4","20,217.9","19,487.2","15.61M","-1.96%"
"16/08/2023","19,876.9","20,071.8","20,071.8","19,682.1","7.04M","-0.97%"
"15/08/2023","20,071.8","19,682.1","20,169.2","19,389.7","15.15M","2.49%"
"14/08/2023","19,584.6","19,438.5","19,828.2","19,438.5","11.48M","1.26%"
"11/08/2023","19,341.0","18,366.7","19,389.7","18,171.8","25.03M","5.59%"
"10/08/2023","18,317.9","18,512.8","18,707.7","18,269.2","7.96M","-1.57%"
"09/08/2023","18,610.3","18,123.1","18,707.7","17,976.9","18.01M","2.14%"
"08/08/2023","18,220.5","18,610.3","18,805.1","18,171.8","13.51M","-1.58%"
"07/08/2023","18,512.8","18,659.0","18,707.7","18,317.9","11.91M","0.53%"
"04/08/2023","18,415.4","18,269.2","18,415.4","18,025.6","9.83M","1.07%"
"03/08/2023","18,220.5","18,317.9","18,317.9","17,830.8","15.59M","-0.53%"
"02/08/2023","18,317.9","17,928.2","18,415.4","17,879.5","11.52M","1.07%"
"01/08/2023","18,123.1","18,707.7","18,707.7","18,123.1","15.38M","-3.38%"
"31/07/2023","18,756.4","18,610.3","18,756.4","18,025.6","23.75M","-0.26%"
"28/07/2023","18,805.1","18,269.2","18,805.1","18,123.1","21.29M","2.93%"
"27/07/2023","18,269.2","18,220.5","18,317.9","17,782.1","16.73M","0.27%"
"26/07/2023","18,220.5","17,928.2","18,366.7","17,879.5","14.43M","2.19%"
"25/07/2023","17,830.8","17,830.8","18,220.5","17,684.6","15.19M","0.00%"
"24/07/2023","17,830.8","17,879.5","18,074.4","17,635.9","12.68M","0.55%"
"21/07/2023","17,733.3","17,197.4","17,830.8","17,100.0","19.96M","3.70%"
"20/07/2023","17,100.0","16,807.7","17,148.7","16,807.7","11.02M","1.15%"
"19/07/2023","16,905.1","16,856.4","17,051.3","16,759.0","13.94M","0.58%"
"18/07/2023","16,807.7","17,148.7","17,148.7","16,759.0","15.20M","-2.27%"
"17/07/2023","17,197.4","17,441.0","17,489.7","17,051.3","8.73M","-0.56%"
"14/07/2023","17,294.9","17,100.0","17,538.5","17,051.3","17.41M","1.43%"
"13/07/2023","17,051.3","17,148.7","17,343.6","17,002.6","9.87M","0.29%"
"12/07/2023","17,002.6","17,051.3","17,051.3","16,759.0","9.27M","0.00%"
"11/07/2023","17,002.6","17,002.6","17,100.0","16,856.4","15.90M","0.00%"
"10/07/2023","17,002.6","16,759.0","17,051.3","16,661.5","18.05M","1.45%"
"07/07/2023","16,759.0","15,930.8","16,759.0","15,833.3","22.97M","4.88%"
"06/07/2023","15,979.5","16,125.6","16,320.5","15,784.6","10.55M","-1.80%"
"05/07/2023","16,271.8","16,271.8","16,466.7","16,076.9","18.84M","0.60%"
"04/07/2023","16,174.4","15,979.5","16,174.4","15,882.1","9.86M","1.22%"
"03/07/2023","15,979.5","16,125.6","16,174.4","15,979.5","5.94M","-0.30%"
"30/06/2023","16,028.2","15,979.5","16,125.6","15,882.1","7.42M","0.30%"
"29/06/2023","15,979.5","16,466.7","16,515.4","15,979.5","12.39M","-2.38%"
"28/06/2023","16,369.2","16,466.7","16,661.5","16,271.8","13.76M","-0.59%"
"27/06/2023","16,466.7","16,564.1","16,612.8","16,174.4","14.97M","-0.29%"
"26/06/2023","16,515.4","16,661.5","16,759.0","16,076.9","12.39M","0.63%"
"23/06/2023","16,412.7","16,507.3","16,696.5","16,318.2","19.38M","-0.29%"
"22/06/2023","16,460.0","16,318.2","16,601.9","16,081.7","25.21M","1.46%"
"21/06/2023","16,223.6","15,750.6","16,223.6","15,561.4","20.99M","3.31%"
"20/06/2023","15,703.3","15,372.2","15,703.3","15,372.2","6.38M","2.15%"
"19/06/2023","15,372.2","15,608.7","15,656.0","15,372.2","8.26M","-1.52%"
"16/06/2023","15,608.7","15,797.9","16,081.7","15,608.7","23.21M","-0.30%"
"15/06/2023","15,656.0","15,845.2","15,939.8","15,466.8","20.10M","-1.49%"
"14/06/2023","15,892.5","16,318.2","16,318.2","15,892.5","15.13M","-2.33%"
"13/06/2023","16,270.9","15,703.3","16,365.5","15,514.1","29.72M","4.24%"
"12/06/2023","15,608.7","15,656.0","15,750.6","15,230.3","17.03M","-0.30%"
"09/06/2023","15,656.0","15,419.5","15,703.3","15,372.2","15.32M","1.22%"
"08/06/2023","15,466.8","15,845.2","15,987.1","15,466.8","22.91M","-2.39%"
"07/06/2023","15,845.2","15,514.1","15,987.1","15,514.1","29.42M","4.04%"
"06/06/2023","15,230.3","15,041.1","15,324.9","14,851.9","19.52M","1.58%"
"05/06/2023","14,993.8","14,851.9","15,135.7","14,757.3","25.66M","2.26%"
"02/06/2023","14,662.7","14,426.2","14,851.9","14,426.2","15.95M","1.97%"
"01/06/2023","14,378.9","14,473.5","14,520.8","14,142.4","15.48M","-1.30%"
"31/05/2023","14,568.1","14,946.5","14,993.8","14,378.9","37.31M","-2.84%"
"30/05/2023","14,993.8","14,946.5","15,135.7","14,757.3","13.75M","0.96%"
"29/05/2023","14,851.9","14,662.7","14,851.9","14,520.8","9.88M","2.28%"
"26/05/2023","14,520.8","14,757.3","14,757.3","14,378.9","15.34M","-0.97%"
"25/05/2023","14,662.7","14,662.7","14,899.2","14,568.1","14.05M","-0.64%"
"24/05/2023","14,757.3","15,135.7","15,230.3","14,757.3","16.63M","-2.19%"
"23/05/2023","15,088.4","15,277.6","15,419.5","14,993.8","15.36M","-1.24%"
"22/05/2023","15,277.6","14,757.3","15,419.5","14,757.3","20.62M","3.86%"
"19/05/2023","14,710.0","14,662.7","14,899.2","14,568.1","6.35M","0.65%"
"18/05/2023","14,615.4","14,757.3","14,851.9","14,615.4","8.96M","-0.32%"
"17/05/2023","14,662.7","14,899.2","14,993.8","14,662.7","12.39M","-1.90%"
"16/05/2023","14,946.5","15,135.7","15,230.3","14,851.9","8.57M","-0.63%"
"15/05/2023","15,041.1","15,608.7","15,608.7","15,041.1","18.66M","-2.45%"
"12/05/2023","15,419.5","15,230.3","15,703.3","15,183.0","15.74M","1.24%"
"11/05/2023","15,230.3","15,088.4","15,514.1","15,041.1","17.18M","0.94%"
